SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
PAST SALE,February-3-2017,Single Family Residential,1302 NW Woodbine Wy,Seattle,WA,98177,843000,4,2.75,Blue Ridge,3212,16623,1952,21,,Sold,http://www.redfin.com/WA/Seattle/1302-NW-Woodbine-Way-98177/home/288324,NWMLS,1032381,47.7073831,-122.3726346
PAST SALE,November-23-2016,Single Family Residential,18621 Springdale Ct NW,Seattle,WA,98177,795000,4,2.75,Innis Arden,3020,30000,1951,93,65,Sold,http://www.redfin.com/WA/Shoreline/18621-Springdale-Ct-NW-98177/home/76891,NWMLS,1024435,47.765361,-122.373852
PAST SALE,November-30-2016,Single Family Residential,12708 1st Ave NW,Seattle,WA,98177,579950,3,1.5,Broadview,1830,8280,1951,86,,Sold,http://www.redfin.com/WA/Seattle/12708-1st-Ave-NW-98177/home/95400,NWMLS,1034571,47.721764,-122.357847
PAST SALE,December-9-2016,Single Family Residential,14000 Northwood Place NW,Seattle,WA,98177,925000,3,2,Broadview,2137,48787,1959,77,,Sold,http://www.redfin.com/WA/Seattle/14000-Northwood-Pl-NW-98177/home/288339,NWMLS,1019138,47.730752,-122.362743
PAST SALE,September-30-2016,Single Family Residential,633 NW 120th St,Seattle,WA,98177,979000,4,2.75,Broadview,3970,33955,1948,147,,Sold,http://www.redfin.com/WA/Seattle/633-NW-120th-St-98177/home/291469,NWMLS,960904,47.715657,-122.364737
PAST SALE,September-14-2016,Single Family Residential,11546 3rd Place NW,Seattle,WA,98177,730000,4,2.5,Broadview,2350,7528,1966,163,,Sold,http://www.redfin.com/WA/Seattle/11546-3rd-Pl-NW-98177/home/290752,NWMLS,975936,47.713687,-122.361259
PAST SALE,September-9-2016,Single Family Residential,11027 Palatine Ave N,Seattle,WA,98133,525000,3,1.5,Broadview,1900,7560,1947,168,,Sold,http://www.redfin.com/WA/Seattle/11027-Palatine-Ave-N-98133/home/95701,NWMLS,1020750,47.709544,-122.357201
PAST SALE,November-21-2016,Single Family Residential,18532 3rd Place NW,Seattle,WA,98177,430000,6,2,Richmond Beach,2330,7773,1963,95,,Sold,http://www.redfin.com/WA/Shoreline/18532-3rd-Pl-NW-98177/home/75954,NWMLS,1032206,47.7641175,-122.3622809
PAST SALE,September-30-2016,Single Family Residential,11051 Palatine Ave N,Seattle,WA,98133,725000,4,3,Greenwood,3500,7951,1948,147,,Sold,http://www.redfin.com/WA/Seattle/11051-Palatine-Ave-N-98133/home/96794,NWMLS,1004095,47.71012,-122.357207
PAST SALE,January-19-2017,Single Family Residential,654 NW 137th St,Seattle,WA,98177,1495000,3,3.25,Broadview,4214,22718,1947,36,,Sold,http://www.redfin.com/WA/Seattle/654-NW-137th-St-98177/home/288536,NWMLS,1042226,47.729018,-122.365896
PAST SALE,October-26-2016,Single Family Residential,10510 11th Ave NW,Seattle,WA,98177,832500,4,2.5,Crown Hill,3480,6300,1955,121,,Sold,http://www.redfin.com/WA/Seattle/10510-11th-Ave-NW-98177/home/96202,NWMLS,1028291,47.705515,-122.369825
PAST SALE,January-17-2017,Single Family Residential,128 NW 103rd St,Seattle,WA,98177,539000,2,1,Broadview,1000,5100,1947,38,,Sold,http://www.redfin.com/WA/Seattle/128-NW-103rd-St-98177/home/95871,NWMLS,1052515,47.70388,-122.35934
PAST SALE,November-7-2016,Single Family Residential,11538 4th Ave NW,Seattle,WA,98177,580000,3,1.75,Broadview,1450,7200,1951,109,,Sold,http://www.redfin.com/WA/Seattle/11538-4th-Ave-NW-98177/home/291353,NWMLS,1035745,47.713498,-122.361859
PAST SALE,October-7-2016,Single Family Residential,10739 1st Ave NW,Seattle,WA,98177,606500,3,1.5,Broadview,2000,7560,1940,140,,Sold,http://www.redfin.com/WA/Seattle/10739-1st-Ave-NW-98177/home/96277,NWMLS,1026307,47.7080726,-122.358437
PAST SALE,November-14-2016,Single Family Residential,10320 14th Ave NW,Seattle,WA,98177,710000,4,1.75,Crown Hill,2000,6930,1950,102,,Sold,http://www.redfin.com/WA/Seattle/10320-14th-Ave-NW-98177/home/97018,NWMLS,964473,47.703968,-122.373707
PAST SALE,September-16-2016,Single Family Residential,1536 NW 100th St,Seattle,WA,98177,789500,4,1.75,Blue Ridge,3200,7641,1947,161,61,Sold,http://www.redfin.com/WA/Seattle/1536-NW-100th-St-98177/home/288429,NWMLS,961156,47.7018,-122.378346
PAST SALE,November-23-2016,Single Family Residential,10352 14th Ave NW,Seattle,WA,98177,532000,3,1,Crown Hill,1030,6930,1950,93,,Sold,http://www.redfin.com/WA/Seattle/10352-14th-Ave-NW-98177/home/97201,NWMLS,1042875,47.705025,-122.373703
PAST SALE,January-6-2017,Single Family Residential,14321 3rd Ave NW,Seattle,WA,98177,1258000,4,3.25,Broadview,3411,40647,1935,49,,Sold,http://www.redfin.com/WA/Seattle/14321-3rd-Ave-NW-98177/home/288332,NWMLS,1036252,47.732928,-122.361882
PAST SALE,October-27-2016,Single Family Residential,10612 9th Ave NW,Seattle,WA,98177,615000,3,1.5,Crown Hill,1340,7430,1954,120,,Sold,http://www.redfin.com/WA/Seattle/10612-9th-Ave-NW-98177/home/96949,NWMLS,1021768,47.706362,-122.367669
PAST SALE,November-3-2016,Single Family Residential,1230 NW Blakely Ct,Seattle,WA,98177,1770000,4,2.5,Broadview,4060,22672,1962,113,12,Sold,http://www.redfin.com/WA/Seattle/1230-NW-Blakely-Ct-98177/home/288079,NWMLS,1029505,47.722717,-122.373663
PAST SALE,January-6-2017,Single Family Residential,14011 Alpine Wy NW,Seattle,WA,98177,1685000,4,4.25,Broadview,3805,53578,1965,49,21,Sold,http://www.redfin.com/WA/Seattle/14011-Alpine-Way-NW-98177/home/288497,NWMLS,1045028,47.731681,-122.368437
PAST SALE,September-16-2016,Single Family Residential,933 NW 125th St,Seattle,WA,98177,430000,3,1,Broadview,1130,9750,1951,161,,Sold,http://www.redfin.com/WA/Seattle/933-NW-125th-St-98177/home/291090,NWMLS,1011056,47.7194433,-122.36917
PAST SALE,November-15-2016,Single Family Residential,932 NW 122nd St,Seattle,WA,98177,827375,3,1.75,Broadview,1904,9750,1951,101,,Sold,http://www.redfin.com/WA/Seattle/932-NW-122nd-St-98177/home/290653,NWMLS,1039480,47.7180956,-122.3691635
PAST SALE,October-21-2016,Single Family Residential,10033 12th Ave NW,Seattle,WA,98177,837000,4,2.5,Crown Hill,2790,10081,1961,126,,Sold,http://www.redfin.com/WA/Seattle/10033-12th-Ave-NW-98177/home/95464,NWMLS,1026417,47.7025241,-122.3716597
PAST SALE,November-28-2016,Single Family Residential,10003 Dibble Ave NW,Seattle,WA,98177,499950,2,1,Crown Hill,1204,8134,1949,88,,Sold,http://www.redfin.com/WA/Seattle/10003-Dibble-Ave-NW-98177/home/97084,NWMLS,1043082,47.701683,-122.367796
PAST SALE,November-10-2016,Single Family Residential,1000 NW 120th St,Seattle,WA,98177,535000,4,1.75,Broadview,1340,6170,1953,106,,Sold,http://www.redfin.com/WA/Seattle/1000-NW-120th-St-98177/home/290821,NWMLS,1014443,47.716252,-122.368292
PAST SALE,November-9-2016,Single Family Residential,420 NW Puget Dr,Seattle,WA,98177,651000,5,2.75,Greenwood,3200,12324,1967,107,,Sold,http://www.redfin.com/WA/Seattle/420-NW-Puget-Dr-98177/home/291368,NWMLS,1039337,47.709192,-122.362991
PAST SALE,January-19-2017,Single Family Residential,13236 4th Ave NW,Seattle,WA,98177,785000,3,1.75,Broadview,2140,8152,1939,36,,Sold,http://www.redfin.com/WA/Seattle/13236-4th-Ave-NW-98177/home/291491,NWMLS,1059405,47.72623,-122.361898
PAST SALE,October-14-2016,Single Family Residential,116 N 110th St,Seattle,WA,98133,550000,2,1,Broadview,1380,7920,1919,133,,Sold,http://www.redfin.com/WA/Seattle/116-N-110th-St-98133/home/96667,NWMLS,1024930,47.708969,-122.357318
PAST SALE,November-30-2016,Single Family Residential,1011 NW 122nd St,Seattle,WA,98177,625000,3,1.5,Broadview,1530,6045,1953,86,,Sold,http://www.redfin.com/WA/Seattle/1011-NW-122nd-St-98177/home/291201,NWMLS,1043621,47.717667,-122.3700058
PAST SALE,November-16-2016,Single Family Residential,12557 2nd Ave NW,Seattle,WA,98177,533500,3,1,Broadview,1940,8160,1948,100,,Sold,http://www.redfin.com/WA/Seattle/12557-2nd-Ave-NW-98177/home/97425,NWMLS,1038597,47.7212807,-122.359906
PAST SALE,November-21-2016,Single Family Residential,10002 Dibble Ave NW,Seattle,WA,98177,484000,3,1,Crown Hill,1180,8375,1948,95,,Sold,http://www.redfin.com/WA/Seattle/10002-Dibble-Ave-NW-98177/home/95504,NWMLS,1037374,47.701685,-122.367002
PAST SALE,September-7-2016,Single Family Residential,12032 10th Ave NW,Seattle,WA,98177,579950,3,1.75,Broadview,1430,6420,1953,170,,Sold,http://www.redfin.com/WA/Seattle/12032-10th-Ave-NW-98177/home/291533,NWMLS,1005259,47.7171936,-122.3692124
PAST SALE,January-13-2017,Single Family Residential,11050 1st Ave NW,Seattle,WA,98177,440000,2,1.5,Broadview,1340,6212,1932,42,,Sold,http://www.redfin.com/WA/Seattle/11050-1st-Ave-NW-98177/home/96662,NWMLS,1058430,47.710191,-122.357787
PAST SALE,September-23-2016,Single Family Residential,10324 9th Ave NW,Seattle,WA,98177,677000,4,1.75,Crown Hill,1880,8129,1950,154,,Sold,http://www.redfin.com/WA/Seattle/10324-9th-Ave-NW-98177/home/97094,NWMLS,1011704,47.704179,-122.3684371
PAST SALE,November-7-2016,Single Family Residential,13504 Sherman Rd NW,Seattle,WA,98177,710000,5,2.25,Broadview,3260,9435,1961,109,,Sold,http://www.redfin.com/WA/Seattle/13504-Sherman-Rd-NW-98177/home/291106,NWMLS,1008005,47.727034,-122.361719
PAST SALE,January-18-2017,Single Family Residential,12709 Palatine Ave N,Seattle,WA,98133,664000,5,2,Broadview,2640,8280,1954,37,,Sold,http://www.redfin.com/WA/Seattle/12709-Palatine-Ave-N-98133/home/97292,NWMLS,1059085,47.721761,-122.357286
PAST SALE,January-18-2017,Single Family Residential,12760 4th Ave NW,Seattle,WA,98177,745000,3,1.75,Broadview,2376,8794,1951,37,,Sold,http://www.redfin.com/WA/Seattle/12760-4th-Ave-NW-98177/home/290693,NWMLS,1042750,47.723095,-122.361908
PAST SALE,January-13-2017,Single Family Residential,12021 3rd Ave NW,Seattle,WA,98177,565000,3,1.75,Broadview,2780,7620,1948,42,,Sold,http://www.redfin.com/WA/Seattle/12021-3rd-Ave-NW-98177/home/291541,NWMLS,1044176,47.716661,-122.361303
PAST SALE,December-2-2016,Single Family Residential,12235 4th Ave NW,Seattle,WA,98177,646500,5,3.25,Broadview,3130,7250,1967,84,,Sold,http://www.redfin.com/WA/Seattle/12235-4th-Ave-NW-98177/home/291649,NWMLS,1027375,47.7188126,-122.3627156
PAST SALE,September-20-2016,Single Family Residential,12503 9th Ave NW,Seattle,WA,98177,950000,4,3.5,Broadview,3080,7914,1991,157,,Sold,http://www.redfin.com/WA/Seattle/12503-9th-Ave-NW-98177/home/291599,NWMLS,963289,47.7198137,-122.3679871
PAST SALE,December-29-2016,Single Family Residential,13216 3rd Ave NW,Seattle,WA,98177,435000,2,1,Broadview,820,8370,1941,57,,Sold,http://www.redfin.com/WA/Seattle/13216-3rd-Ave-NW-98177/home/97269,NWMLS,1049620,47.7256157,-122.3606456
PAST SALE,December-8-2016,Single Family Residential,209 NW 143rd,Seattle,WA,98177,517500,2,1,Broadview,1200,8775,1936,78,,Sold,http://www.redfin.com/WA/Seattle/209-NW-143rd-St-98177/home/96432,NWMLS,1046008,47.7321713,-122.3604863
PAST SALE,November-11-2016,Single Family Residential,11705 3rd Ave NW,Seattle,WA,98177,389000,3,1,Seattle,1060,8505,1947,105,,Sold,http://www.redfin.com/WA/Seattle/11705-3rd-Ave-NW-98177/home/291019,NWMLS,1028498,47.714349,-122.36129
PAST SALE,November-28-2016,Single Family Residential,13020 7th Ave NW,Seattle,WA,98177,460000,2,1,Broadview,1280,7680,1930,88,,Sold,http://www.redfin.com/WA/Seattle/13020-7th-Ave-NW-98177/home/291217,NWMLS,1030451,47.72394,-122.364619
PAST SALE,November-7-2016,Single Family Residential,10528 15th Ave NW,Seattle,WA,98177,1175000,5,2.75,Blue Ridge,3360,8462,1951,109,60,Sold,http://www.redfin.com/WA/Seattle/10528-15th-Ave-NW-98177/home/288540,NWMLS,1026370,47.70602,-122.376293
PAST SALE,September-27-2016,Single Family Residential,10042 Valmay Ave NW,Seattle,WA,98177,1050000,3,1.5,Blue Ridge,2622,9300,1935,150,,Sold,http://www.redfin.com/WA/Seattle/10042-Valmay-Ave-NW-98177/home/288422,NWMLS,1011726,47.7022437,-122.3789327
PAST SALE,November-23-2016,Single Family Residential,12527 3rd (Eldorado Lane) Ave NW,Seattle,WA,98177,590000,3,2.5,Broadview,1830,8700,1961,93,,Sold,http://www.redfin.com/WA/Seattle/12527-Eldorado-Ln-98177/home/104466177,NWMLS,1026403,47.7205257,-122.3617031
PAST SALE,November-14-2016,Single Family Residential,13244 6th Ave NW,Seattle,WA,98177,570000,3,1.75,Broadview,2200,7620,1942,102,,Sold,http://www.redfin.com/WA/Seattle/13244-6th-Ave-NW-98177/home/290644,NWMLS,1035277,47.726237,-122.36326
PAST SALE,October-20-2016,Single Family Residential,11733 9th Ave NW,Seattle,WA,98177,510000,3,1.5,Broadview,1160,11517,1951,127,,Sold,http://www.redfin.com/WA/Seattle/11733-9th-Ave-NW-98177/home/291026,NWMLS,1019636,47.7146388,-122.3687821
PAST SALE,October-28-2016,Single Family Residential,210 NW 143rd St,Seattle,WA,98177,725000,4,2,Broadview,3100,6499,1940,119,,Sold,http://www.redfin.com/WA/Seattle/210-NW-143rd-St-98177/home/96051,NWMLS,1030734,47.732593,-122.360225
PAST SALE,December-29-2016,Single Family Residential,1705 NW 100th St,Seattle,WA,98177,750000,3,1.75,North Beach,2290,6500,1942,57,,Sold,http://www.redfin.com/WA/Seattle/1705-NW-100th-St-98177/home/289734,NWMLS,1048721,47.701403,-122.378725
PAST SALE,September-23-2016,Single Family Residential,10725 12th Ave NW,Seattle,WA,98177,869950,4,2.5,Blue Ridge,2479,10143,1959,154,,Sold,http://www.redfin.com/WA/Seattle/10725-12th-Ave-NW-98177/home/288669,NWMLS,1007803,47.7073225,-122.3717207
PAST SALE,August-30-2016,Single Family Residential,13105 1st Ave NW,Seattle,WA,98177,869000,4,2.75,Broadview,3160,10032,2005,178,,Sold,http://www.redfin.com/WA/Seattle/13105-1st-Ave-NW-98177/home/95938,NWMLS,976325,47.724443,-122.358481
PAST SALE,October-7-2016,Single Family Residential,710 NW 125th St,Seattle,WA,98177,599500,3,1.75,Broadview,2200,7140,1953,140,,Sold,http://www.redfin.com/WA/Seattle/710-NW-125th-St-98177/home/291075,NWMLS,1010818,47.7198912,-122.3655264
PAST SALE,December-2-2016,Single Family Residential,1238 NW Blakely Ct,Seattle,WA,98177,1688880,3,2.5,Broadview,2890,19400,1977,84,13,Sold,http://www.redfin.com/WA/Seattle/1238-NW-Blakely-Ct-98177/home/288269,NWMLS,1039272,47.722459,-122.37385
PAST SALE,December-5-2016,Single Family Residential,13535 8th Ave NW,Seattle,WA,98177,1875000,4,3.25,Broadview,3810,18562,1953,81,,Sold,http://www.redfin.com/WA/Seattle/13535-8th-Ave-NW-98177/home/288250,NWMLS,1036165,47.727863,-122.366855
PAST SALE,September-23-2016,Single Family Residential,13702 2nd Ave NW,Seattle,WA,98177,565000,3,1.5,Seattle,1690,10125,1950,154,,Sold,http://www.redfin.com/WA/Seattle/13702-2nd-Ave-NW-98177/home/97303,NWMLS,980018,47.728879,-122.359198
PAST SALE,September-22-2016,Single Family Residential,1031 NW Elford Dr,Seattle,WA,98177,1125000,4,3.5,Broadview,3610,26000,1953,155,,Sold,http://www.redfin.com/WA/Seattle/1031-NW-Elford-Dr-98177/home/288184,NWMLS,970965,47.727458,-122.369727
PAST SALE,February-8-2017,Single Family Residential,14046 3rd Ave NW,Seattle,WA,98177,540000,3,2,Broadview,1420,8100,1952,16,,Sold,http://www.redfin.com/WA/Seattle/14046-3rd-Ave-NW-98177/home/95773,NWMLS,1027731,47.731831,-122.360539
PAST SALE,October-11-2016,Single Family Residential,12009 11th Ave NW,Seattle,WA,98177,967000,5,3.5,Broadview,3300,8976,1960,136,,Sold,http://www.redfin.com/WA/Seattle/12009-11th-Ave-NW-98177/home/291199,NWMLS,1025687,47.7163753,-122.3706289
PAST SALE,September-12-2016,Single Family Residential,1602 NW Blue Ridge Dr,Seattle,WA,98177,1215000,5,2.75,Blue Ridge,3700,15000,1948,165,,Sold,http://www.redfin.com/WA/Seattle/1602-NW-Blue-Ridge-Dr-98177/home/288686,NWMLS,977720,47.7030079,-122.378575
PAST SALE,October-25-2016,Single Family Residential,13705 Greenwood Ave N,Seattle,WA,98133,476000,3,2.5,Greenwood,1750,3597,2005,122,,Sold,http://www.redfin.com/WA/Seattle/13705-Greenwood-Ave-N-98133/home/2087194,NWMLS,1025589,47.728943,-122.355973
PAST SALE,October-21-2016,Single Family Residential,10739 Fremont Ave N,Seattle,WA,98133,498000,2,1,Greenwood,900,6340,1942,126,,Sold,http://www.redfin.com/WA/Seattle/10739-Fremont-Ave-N-98133/home/98274,NWMLS,1028738,47.7080166,-122.3504278
PAST SALE,November-10-2016,Single Family Residential,2301 N 140th St,Seattle,WA,98133,442000,3,1.5,Haller Lake,1590,7242,1947,106,,Sold,http://www.redfin.com/WA/Seattle/2301-N-140th-St-98133/home/103131,NWMLS,1045685,47.730219,-122.331312
PAST SALE,January-20-2017,Single Family Residential,543 N 103rd St,Seattle,WA,98133,281400,2,1,Greenwood,720,2547,1918,35,,Sold,http://www.redfin.com/WA/Seattle/543-N-103rd-St-98133/home/98508,NWMLS,1054532,47.7034691,-122.3509023
PAST SALE,December-8-2016,Single Family Residential,13236 1st Ave NW,Seattle,WA,98177,459000,2,1,Broadview,940,9003,1950,78,,Sold,http://www.redfin.com/WA/Seattle/13236-1st-Ave-NW-98177/home/97374,NWMLS,1032495,47.726117,-122.357658
PAST SALE,December-7-2016,Single Family Residential,350 N 102nd,Seattle,WA,98133,441000,2,1,Greenwood,800,3844,1916,79,,Sold,http://www.redfin.com/WA/Seattle/350-N-102nd-St-98133/home/99081,NWMLS,1048198,47.7030996,-122.3531005
PAST SALE,December-14-2016,Single Family Residential,11012 Phinney Ave N,Seattle,WA,98133,860000,5,2.75,Broadview,2440,5363,1992,72,,Sold,http://www.redfin.com/WA/Seattle/11012-Phinney-Ave-N-98133/home/98216,NWMLS,1042744,47.709175,-122.353758
PAST SALE,January-13-2017,Single Family Residential,12525 1st Ave NE,Seattle,WA,98125,400000,3,1,Haller Lake,1040,7353,1942,42,,Sold,http://www.redfin.com/WA/Seattle/12525-1st-Ave-NE-98125/home/104104,NWMLS,1051905,47.7205586,-122.3292218
PAST SALE,September-15-2016,Single Family Residential,12211 Densmore Ave N,Seattle,WA,98133,650000,3,2.25,Haller Lake,2210,7916,1978,162,,Sold,http://www.redfin.com/WA/Seattle/12211-Densmore-Ave-N-98133/home/103902,NWMLS,1015537,47.717461,-122.338665
PAST SALE,September-14-2016,Single Family Residential,11001 Fremont Ave N,Seattle,WA,98133,472500,3,1,Broadview,1300,5166,1954,163,,Sold,http://www.redfin.com/WA/Seattle/11001-Fremont-Ave-N-98133/home/98154,NWMLS,1005560,47.708837,-122.350526
PAST SALE,September-21-2016,Single Family Residential,14035 Meridian Ave N,Seattle,WA,98133,533000,4,2.5,Haller Lake,1750,5400,1976,156,,Sold,http://www.redfin.com/WA/Seattle/14035-Meridian-Ave-N-98133/home/103146,NWMLS,1006209,47.73155,-122.334554
PAST SALE,October-28-2016,Single Family Residential,614 N 138th St Unit B,Seattle,WA,98133,440000,3,2.25,Bitter Lake,1358,7200,1983,119,,Sold,http://www.redfin.com/WA/Seattle/614-N-138th-St-98133/unit-B/home/101726,NWMLS,1033672,47.730369,-122.351148
PAST SALE,January-13-2017,Single Family Residential,10344 Stone Ave,Seattle,WA,98133,390000,1,1,Northgate,1240,5141,1928,42,,Sold,http://www.redfin.com/WA/Seattle/10344-Stone-Ave-N-98133/home/104564,NWMLS,1010902,47.7046044,-122.3416715
PAST SALE,October-21-2016,Single Family Residential,10530 Ashworth Ave N,Seattle,WA,98133,330000,2,1.5,Northgate,1540,7987,1926,126,,Sold,http://www.redfin.com/WA/Seattle/10530-Ashworth-Ave-N-98133/home/104315,NWMLS,1007395,47.7060114,-122.3389666
PAST SALE,October-5-2016,Single Family Residential,13545 Corliss Ave N,Seattle,WA,98133,433400,3,1,Haller Lake,1360,6500,1954,142,,Sold,http://www.redfin.com/WA/Seattle/13545-Corliss-Ave-N-98133/home/102855,NWMLS,1017060,47.728166,-122.331918
PAST SALE,November-9-2016,Single Family Residential,19023 Firlands Wy N,Seattle,WA,98133,503000,4,2.5,Richmond Highlands,2070,7200,1968,107,,Sold,http://www.redfin.com/WA/Shoreline/19023-Firlands-Way-N-98133/home/78160,NWMLS,1034096,47.767643,-122.349714
PAST SALE,November-1-2016,Single Family Residential,14016 Midvale Ave N,Seattle,WA,98133,310000,2,1,Seattle,720,5100,1928,115,,Sold,http://www.redfin.com/WA/Seattle/14016-Midvale-Ave-N-98133/home/102547,NWMLS,1039708,47.730899,-122.3437871
PAST SALE,September-13-2016,Single Family Residential,11201 Fremont Ave N,Seattle,WA,98133,435000,2,1,Broadview,1070,6283,1940,164,,Sold,http://www.redfin.com/WA/Seattle/11201-Fremont-Ave-N-98133/home/97972,NWMLS,1008516,47.7106812,-122.3504395
PAST SALE,January-12-2017,Single Family Residential,2159 N 128th St,Seattle,WA,98133,485000,4,1.75,Haller Lake,1580,7150,1953,43,,Sold,http://www.redfin.com/WA/Seattle/2159-N-128th-St-98133/home/103543,NWMLS,1056129,47.721778,-122.33188
PAST SALE,November-30-2016,Single Family Residential,11749 Phinney Ave N,Seattle,WA,98133,507000,2,1,Broadview,2580,7748,1925,86,,Sold,http://www.redfin.com/WA/Seattle/11749-Phinney-Ave-N-98133/home/97958,NWMLS,1039292,47.7156517,-122.3544765
PAST SALE,January-3-2017,Single Family Residential,501 N 141st St,Seattle,WA,98133,495000,3,1,Bitter Lake,1460,6360,1954,52,,Sold,http://www.redfin.com/WA/Seattle/501-N-141st-St-98133/home/102262,NWMLS,1042106,47.730641,-122.352882
PAST SALE,September-8-2016,Single Family Residential,13549 Roosevelt Wy N,Seattle,WA,98133,460000,3,1.75,Haller Lake,1030,7147,1960,169,,Sold,http://www.redfin.com/WA/Seattle/13549-Roosevelt-Way-N-98133/home/101944,NWMLS,973787,47.7276945,-122.3326078
PAST SALE,November-10-2016,Single Family Residential,13738 Densmore Ave N,Seattle,WA,98133,351000,3,1,Haller Lake,960,7480,1950,106,,Sold,http://www.redfin.com/WA/Seattle/13738-Densmore-Ave-N-98133/home/102411,NWMLS,1035624,47.7297336,-122.3379493
PAST SALE,October-31-2016,Single Family Residential,13710 Burke Ave N,Seattle,WA,98133,675888,3,3.5,Haller Lake,2598,4300,2009,116,,Sold,http://www.redfin.com/WA/Seattle/13710-Burke-Ave-N-98133/home/21278088,NWMLS,1006483,47.7289827,-122.3353147
PAST SALE,February-1-2017,Single Family Residential,10309 Stone Ave N,Seattle,WA,98133,650000,5,1.75,Northgate,2650,5303,1940,23,,Sold,http://www.redfin.com/WA/Seattle/10309-Stone-Ave-N-98133/home/105103,NWMLS,1031753,47.703591,-122.342364
PAST SALE,October-26-2016,Single Family Residential,510 N 138th St,Seattle,WA,98133,500000,3,2.5,Broadview,1650,7220,1949,121,,Sold,http://www.redfin.com/WA/Seattle/510-N-138th-St-98133/home/101921,NWMLS,1031126,47.729871,-122.35262
PAST SALE,February-7-2017,Single Family Residential,13768 Wayne Place N,Seattle,WA,98133,956000,4,2.5,Haller Lake,2751,4180,2014,17,,Sold,http://www.redfin.com/WA/Seattle/13768-Wayne-Pl-N-98133/home/45464356,NWMLS,1067981,47.730109,-122.334855
PAST SALE,January-5-2017,Single Family Residential,11529 North Park Ave N,Seattle,WA,98133,475000,2,1,Broadview,1484,7200,1925,50,,Sold,http://www.redfin.com/WA/Seattle/11529-N-Park-Ave-N-98133/home/98153,NWMLS,1056939,47.713318,-122.349368
PAST SALE,September-7-2016,Single Family Residential,408 N 125th St,Seattle,WA,98133,360000,3,1,Broadview,900,9600,1947,170,,Sold,http://www.redfin.com/WA/Seattle/408-N-125th-St-98133/home/97555,NWMLS,1009608,47.7199033,-122.3534071
PAST SALE,September-2-2016,Single Family Residential,13703 Greenwood Ave N,Seattle,WA,98133,560000,3,2.5,Broadview,2431,6135,1954,175,,Sold,http://www.redfin.com/WA/Seattle/13703-Greenwood-Ave-N-98133/home/17065865,NWMLS,1014509,47.7288699,-122.3560446
PAST SALE,December-15-2016,Single Family Residential,13543 Burke Ave N,Seattle,WA,98133,506206,3,1,Northgate,1490,6800,1942,71,,Sold,http://www.redfin.com/WA/Seattle/13543-Burke-Ave-N-98133/home/102109,NWMLS,1051454,47.7281109,-122.3358828
PAST SALE,December-1-2016,Single Family Residential,11517 North Park Ave N,Seattle,WA,98133,900000,4,3,Broadview,2750,7200,2016,85,,Sold,http://www.redfin.com/WA/Seattle/11517-N-Park-Ave-N-98133/home/98151,NWMLS,1045156,47.712988,-122.349363
PAST SALE,October-28-2016,Single Family Residential,14352 Dayton Ave N,Seattle,WA,98133,454500,3,1,Bitter Lake,1680,7000,1948,119,,Sold,http://www.redfin.com/WA/Seattle/14352-Dayton-Ave-N-98133/home/101789,NWMLS,1030374,47.7337837,-122.3527245
PAST SALE,September-2-2016,Single Family Residential,11601 Meridian Ave N,Seattle,WA,98133,579000,4,2.5,Haller Lake,1780,7201,1990,175,,Sold,http://www.redfin.com/WA/Seattle/11601-Meridian-Ave-N-98133/home/103745,NWMLS,979048,47.713196,-122.334676
PAST SALE,December-28-2016,Single Family Residential,14017 Roslyn Place N,Seattle,WA,98133,427000,3,2,Haller Lake,1140,5250,1949,58,,Sold,http://www.redfin.com/WA/Seattle/14017-Roslyn-Pl-N-98133/home/102471,NWMLS,1038658,47.731022,-122.341007
PAST SALE,November-14-2016,Single Family Residential,11208 Fremont Ave N,Seattle,WA,98133,725000,3,4,Broadview,3676,6163,1941,102,,Sold,http://www.redfin.com/WA/Seattle/11208-Fremont-Ave-N-98133/home/109055201,NWMLS,1025997,47.7105337,-122.350127
PAST SALE,January-20-2017,Single Family Residential,10546 Dayton Ave N,Seattle,WA,98133,519000,3,1.5,Greenwood,1680,5121,1921,35,,Sold,http://www.redfin.com/WA/Seattle/10546-Dayton-Ave-N-98133/home/99142,NWMLS,1056659,47.706423,-122.352403
PAST SALE,November-22-2016,Single Family Residential,515 N 107th St,Seattle,WA,98133,825000,5,3,Broadview,2400,4103,2015,94,,Sold,http://www.redfin.com/WA/Seattle/515-N-107th-St-98133/home/108956820,NWMLS,1024104,47.7068715,-122.3525921
PAST SALE,August-29-2016,Single Family Residential,12739 Phinney Ave N,Seattle,WA,98133,483000,3,1.75,Bitter Lake,1640,8400,1951,179,,Sold,http://www.redfin.com/WA/Seattle/12739-Phinney-Ave-N-98133/home/97666,NWMLS,977702,47.7224024,-122.3544922
PAST SALE,September-14-2016,Single Family Residential,123 N 145th St,Seattle,WA,98133,565000,3,1.75,Broadview,1750,8808,1962,163,,Sold,http://www.redfin.com/WA/Seattle/123-N-145th-St-98133/home/96605,NWMLS,1002611,47.7338499,-122.358071
