SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
PAST SALE,December-28-2016,Single Family Residential,1937 9th Ave W,Seattle,WA,98119,795000,3,1.75,Queen Anne,2120,3600,1926,58,,Sold,http://www.redfin.com/WA/Seattle/1937-9th-Ave-W-98119/home/135051,NWMLS,1017371,47.637051,-122.369396
PAST SALE,October-31-2016,Single Family Residential,2406 10th Ave W,Seattle,WA,98119,800000,4,1.75,Queen Anne,2480,4623,1951,116,,Sold,http://www.redfin.com/WA/Seattle/2406-10th-Ave-W-98119/home/129852,NWMLS,966957,47.6398396,-122.3697858
PAST SALE,August-29-2016,Single Family Residential,23 W Raye St,Seattle,WA,98119,912000,4,1,Queen Anne,2700,3600,1910,179,,Sold,http://www.redfin.com/WA/Seattle/23-W-Raye-St-98119/home/130928,NWMLS,970288,47.6430592,-122.3579977
PAST SALE,September-9-2016,Single Family Residential,1927 A 8th Ave W,Seattle,WA,98119,1375000,3,3.5,Queen Anne,2385,2095,2015,168,,Sold,http://www.redfin.com/WA/Seattle/1927-8th-Ave-W-98119/unit-A/home/133976,NWMLS,1008225,47.6367203,-122.3679121
PAST SALE,October-19-2016,Single Family Residential,1431 9th Ave W,Seattle,WA,98119,679000,2,1.25,Queen Anne,1220,3600,1941,128,,Sold,http://www.redfin.com/WA/Seattle/1431-9th-Ave-W-98119/home/134357,NWMLS,1032562,47.6320849,-122.369466
PAST SALE,November-18-2016,Single Family Residential,3014 4th Ave W,Seattle,WA,98119,575200,4,1.75,Queen Anne,2280,2635,1924,98,,Sold,http://www.redfin.com/WA/Seattle/3014-4th-Ave-W-98119/home/130800,NWMLS,1036246,47.647144,-122.361812
PAST SALE,October-21-2016,Single Family Residential,1614 5th Ave W,Seattle,WA,98119,1160000,4,1.75,Queen Anne,2160,6600,1903,126,,Sold,http://www.redfin.com/WA/Seattle/1614-5th-Ave-W-98119/home/133924,NWMLS,1027879,47.6340964,-122.3633763
PAST SALE,September-30-2016,Single Family Residential,1936 8th Ave W,Seattle,WA,98119,1050000,3,2.25,Queen Anne,2009,1259,2016,147,,Sold,http://www.redfin.com/WA/Seattle/1936-8th-Ave-W-98119/unit-C/home/133305,NWMLS,968193,47.63703,-122.367271
PAST SALE,January-25-2017,Single Family Residential,420 W Fulton St,Seattle,WA,98109,1058310,3,2.25,Queen Anne,2127,1577,2016,30,,Sold,http://www.redfin.com/WA/Seattle/420-W-Fulton-St-98119/home/109282570,NWMLS,1055110,47.6458196,-122.3631751
PAST SALE,October-31-2016,Single Family Residential,1022 W Armour St,Seattle,WA,98119,709400,3,1.75,Queen Anne,1400,3000,1919,116,,Sold,http://www.redfin.com/WA/Seattle/1022-W-Armour-St-98119/home/131128,NWMLS,1030219,47.645203,-122.3713199
PAST SALE,September-21-2016,Single Family Residential,2110 2nd Ave W,Seattle,WA,98119,2400000,4,5.5,Queen Anne,4652,5400,2010,156,,Sold,http://www.redfin.com/WA/Seattle/2110-2nd-Ave-W-98119/home/133060,NWMLS,973162,47.637579,-122.359224
PAST SALE,September-12-2016,Single Family Residential,3633 12th Ave W,Seattle,WA,98119,1690000,5,3.25,Queen Anne,3295,6000,2016,165,,Sold,http://www.redfin.com/WA/Seattle/3633-12th-Ave-W-98119/home/129380,NWMLS,972521,47.6531515,-122.372751
PAST SALE,November-16-2016,Single Family Residential,1415 Willard Ave W,Seattle,WA,98119,2300000,3,3.25,Queen Anne,4340,8460,1928,100,,Sold,http://www.redfin.com/WA/Seattle/1415-Willard-Ave-W-98119/home/135133,NWMLS,951990,47.631838,-122.36611
PAST SALE,November-10-2016,Single Family Residential,1827 12th Ave W,Seattle,WA,98119,1025000,4,2.5,Queen Anne,3390,3625,1929,106,,Sold,http://www.redfin.com/WA/Seattle/1827-12th-Ave-W-98119/home/132617,NWMLS,1024061,47.6356007,-122.3730493
PAST SALE,November-14-2016,Single Family Residential,409 W Halladay St,Seattle,WA,98119,1250000,4,3.75,Queen Anne,3220,3207,1928,102,,Sold,http://www.redfin.com/WA/Seattle/409-W-Halladay-St-98119/home/129330,NWMLS,1029410,47.641873,-122.3628214
PAST SALE,November-9-2016,Single Family Residential,814 W Cremona St,Seattle,WA,98119,815000,2,1.5,Queen Anne,2320,5680,1950,107,,Sold,http://www.redfin.com/WA/Seattle/814-W-Cremona-St-98119/home/130886,NWMLS,1032512,47.649262,-122.368043
PAST SALE,September-19-2016,Single Family Residential,1008 W Wheeler St,Seattle,WA,98119,1107000,3,2.25,Queen Anne,2740,3914,1907,158,,Sold,http://www.redfin.com/WA/Seattle/1008-W-Wheeler-St-98119/home/130702,NWMLS,962073,47.6408798,-122.3704812
PAST SALE,December-23-2016,Single Family Residential,2148 8th Ave W,Seattle,WA,98119,972000,4,2.5,Queen Anne,2470,3600,1909,63,,Sold,http://www.redfin.com/WA/Seattle/2148-8th-Ave-W-98119/home/132301,NWMLS,1054183,47.6392049,-122.36724
PAST SALE,August-30-2016,Single Family Residential,1616 6th Ave W,Seattle,WA,98119,795000,2,1.75,Queen Anne,1700,5400,1900,178,,Sold,http://www.redfin.com/WA/Seattle/1616-6th-Ave-W-98119/home/134822,NWMLS,980679,47.63403,-122.364634
PAST SALE,September-7-2016,Single Family Residential,3005 3rd Ave W,Seattle,WA,98119,660000,5,3,Queen Anne,2370,3390,1926,170,,Sold,http://www.redfin.com/WA/Seattle/3005-3rd-Ave-W-98119/home/130849,NWMLS,1016295,47.64691,-122.361266
PAST SALE,August-31-2016,Single Family Residential,710 W McGraw St,Seattle,WA,98119,565000,2,1,Queen Anne,800,3480,1926,177,,Sold,http://www.redfin.com/WA/Seattle/710-W-McGraw-St-98119/home/130894,NWMLS,979031,47.6397589,-122.3668213
PAST SALE,November-4-2016,Single Family Residential,1514 11th Ave W,Seattle,WA,98119,875000,4,2,Seattle,3150,5400,1909,112,,Sold,http://www.redfin.com/WA/Seattle/1514-11th-Ave-W-98119/home/133002,NWMLS,1003656,47.632814,-122.371349
PAST SALE,September-27-2016,Single Family Residential,1811 8th Ave W,Seattle,WA,98119,2375000,5,4.25,Queen Anne,5360,4800,2011,150,,Sold,http://www.redfin.com/WA/Seattle/1811-8th-Ave-W-98119/home/132795,NWMLS,950800,47.63518,-122.368084
PAST SALE,November-14-2016,Single Family Residential,334 W Kinnear Place,Seattle,WA,98119,2100000,4,3.25,Queen Anne,3210,6674,1925,102,,Sold,http://www.redfin.com/WA/Seattle/334-W-Kinnear-Pl-98119/home/133794,NWMLS,1042018,47.6279841,-122.3621832
PAST SALE,November-18-2016,Single Family Residential,1008 W Galer St,Seattle,WA,98119,900000,4,2.5,Queen Anne,3130,2400,1912,98,,Sold,http://www.redfin.com/WA/Seattle/1008-W-Galer-St-98119/home/133009,NWMLS,1035093,47.6325054,-122.3709496
PAST SALE,October-4-2016,Single Family Residential,2441 Queen Anne Ave N,Seattle,WA,98109,1700000,4,4.5,Queen Anne,3430,3600,2005,143,,Sold,http://www.redfin.com/WA/Seattle/2441-Queen-Anne-Ave-N-98109/home/130600,NWMLS,1027235,47.640787,-122.357301
PAST SALE,September-20-2016,Single Family Residential,1907 4th Ave W,Seattle,WA,98119,1850000,4,3.25,Queen Anne,3540,3600,2016,157,,Sold,http://www.redfin.com/WA/Seattle/1907-4th-Ave-W-98119/home/108560243,NWMLS,1005926,47.6361428,-122.3623182
PAST SALE,December-19-2016,Single Family Residential,3444 11th Ave W,Seattle,WA,98119,740000,3,1.5,Queen Anne,1520,4800,1929,67,,Sold,http://www.redfin.com/WA/Seattle/3444-11th-Ave-W-98119/home/129765,NWMLS,1029982,47.6518234,-122.3711731
PAST SALE,November-8-2016,Single Family Residential,2909 4th Ave W,Seattle,WA,98119,1049950,4,3,Queen Anne,3030,3528,1990,108,,Sold,http://www.redfin.com/WA/Seattle/2909-4th-Ave-W-98119/home/130697,NWMLS,1033605,47.6461747,-122.3624286
PAST SALE,September-13-2016,Single Family Residential,1930 5th Ave W,Seattle,WA,98119,780000,3,2,Seattle,2130,3600,1906,164,,Sold,http://www.redfin.com/WA/Seattle/1930-5th-Ave-W-98119/home/132601,NWMLS,1006434,47.6368859,-122.363254
PAST SALE,November-21-2016,Single Family Residential,2117 5th Ave W,Seattle,WA,98119,1895000,5,3.25,Queen Anne,3240,3600,2016,95,,Sold,http://www.redfin.com/WA/Seattle/2117-5th-Ave-W-98119/home/135156,NWMLS,1041968,47.6383118,-122.3639168
PAST SALE,December-13-2016,Single Family Residential,2516 12th Ave W,Seattle,WA,98119,757000,3,1.5,Queen Anne,2000,4000,1937,73,,Sold,http://www.redfin.com/WA/Seattle/2516-12th-Ave-W-98119/home/130159,NWMLS,1047356,47.6412837,-122.3722007
PAST SALE,November-28-2016,Single Family Residential,1924 9th Ave W,Seattle,WA,98119,945000,3,3,Queen Anne,2490,3000,1904,88,,Sold,http://www.redfin.com/WA/Seattle/1924-9th-Ave-W-98119/home/133465,NWMLS,1028230,47.636701,-122.368614
PAST SALE,November-2-2016,Single Family Residential,202 W McGraw St,Seattle,WA,98119,889000,4,2.5,Queen Anne,2600,3280,1911,114,,Sold,http://www.redfin.com/WA/Seattle/202-W-McGraw-St-98119/home/130958,NWMLS,1023420,47.6398746,-122.3597938
PAST SALE,September-8-2016,Single Family Residential,1007 W Galer St,Seattle,WA,98119,950000,3,2.25,Queen Anne,2550,2260,1919,169,,Sold,http://www.redfin.com/WA/Seattle/1007-W-Galer-St-98119/home/134459,NWMLS,931878,47.632131,-122.370804
PAST SALE,September-9-2016,Single Family Residential,913 3rd Ave W,Seattle,WA,98119,940000,5,1.75,Queen Anne,3090,3250,1907,168,,Sold,http://www.redfin.com/WA/Seattle/913-3rd-Ave-W-98119/home/134749,NWMLS,1002970,47.6271893,-122.360889
PAST SALE,December-29-2016,Single Family Residential,1021 W Crockett St,Seattle,WA,98119,1087000,4,2.75,Queen Anne,2700,3063,1944,57,,Sold,http://www.redfin.com/WA/Seattle/1021-W-Crockett-St-98119/home/134362,NWMLS,1039592,47.6376029,-122.3713257
PAST SALE,December-9-2016,Single Family Residential,3206 11th Ave W,Seattle,WA,98119,724900,4,1.75,Queen Anne,1920,5500,1958,77,,Sold,http://www.redfin.com/WA/Seattle/3206-11th-Ave-W-98119/home/130682,NWMLS,1026112,47.6487326,-122.371165
PAST SALE,December-15-2016,Single Family Residential,3214 8th Ave W,Seattle,WA,98119,1375000,6,4.5,Queen Anne,3410,5094,2015,71,,Sold,http://www.redfin.com/WA/Seattle/3214-8th-Ave-W-98119/home/131016,NWMLS,1012120,47.6489818,-122.366833
PAST SALE,December-14-2016,Single Family Residential,302 Prospect St,Seattle,WA,98109,1970000,2,2.25,Queen Anne,3170,3000,1900,72,,Sold,http://www.redfin.com/WA/Seattle/302-Prospect-St-98109/home/134043,NWMLS,1004189,47.6291146,-122.3512064
PAST SALE,November-16-2016,Single Family Residential,1716 4th Ave N,Seattle,WA,98109,1250000,4,1.5,Queen Anne,2880,5775,1928,100,,Sold,http://www.redfin.com/WA/Seattle/1716-4th-Ave-N-98109/home/134334,NWMLS,1026306,47.6345851,-122.3493515
PAST SALE,September-23-2016,Single Family Residential,2416 2nd Ave N,Seattle,WA,98109,1100000,4,2.25,Queen Anne,2220,3600,1917,154,,Sold,http://www.redfin.com/WA/Seattle/2416-2nd-Ave-N-98109/home/134114,NWMLS,1018042,47.6404707,-122.3531263
PAST SALE,January-19-2017,Single Family Residential,2531 Nob Hill Ave N,Seattle,WA,98109,950000,4,3.5,Queen Anne,3310,4767,1985,36,,Sold,http://www.redfin.com/WA/Seattle/2531-Nob-Hill-Ave-N-98109/home/134751,NWMLS,1044385,47.6424684,-122.3507367
PAST SALE,September-12-2016,Single Family Residential,1802 2nd Ave N,Seattle,WA,98109,907450,3,3.5,Queen Anne,2700,4000,1905,165,,Sold,http://www.redfin.com/WA/Seattle/1802-2nd-Ave-N-98109/home/132389,NWMLS,960877,47.635011,-122.3529096
PAST SALE,December-2-2016,Single Family Residential,180 McGraw Place,Seattle,WA,98109,895000,3,1.5,Queen Anne,1890,3952,1919,84,,Sold,http://www.redfin.com/WA/Seattle/180-McGraw-Pl-98109/home/133423,NWMLS,1024622,47.6408055,-122.353697
PAST SALE,December-21-2016,Single Family Residential,2411 4th Ave N,Seattle,WA,98109,1375000,3,2.5,Queen Anne,2490,4000,1918,65,,Sold,http://www.redfin.com/WA/Seattle/2411-4th-Ave-N-98109/home/134671,NWMLS,1045506,47.6403469,-122.3498755
PAST SALE,November-18-2016,Single Family Residential,2122 waverly Place N,Seattle,WA,98109,899950,3,2,Queen Anne,1650,1300,2016,98,,Sold,http://www.redfin.com/WA/Seattle/2122-Waverly-Pl-N-98109/home/108986736,NWMLS,1027416,47.6384944,-122.3427976
PAST SALE,October-7-2016,Single Family Residential,2008 Nob Hill Ave N,Seattle,WA,98109,1216000,5,2.75,Queen Anne,2540,4800,1907,140,,Sold,http://www.redfin.com/WA/Seattle/2008-Nob-Hill-Ave-N-98109/home/133881,NWMLS,1027689,47.6369434,-122.3504147
PAST SALE,October-3-2016,Single Family Residential,2123 8th Ave N,Seattle,WA,98109,999950,3,3.25,Queen Anne,2183,1722,2016,144,,Sold,http://www.redfin.com/WA/Seattle/2123-8th-Ave-N-98109/unit-LOT-Z/home/108628971,NWMLS,1019397,47.638643,-122.3423058
PAST SALE,August-29-2016,Single Family Residential,2443 Lorentz Place N,Seattle,WA,98109,1300000,4,3.25,Queen Anne,2879,4095,1925,179,,Sold,http://www.redfin.com/WA/Seattle/2443-Lorentz-Pl-N-98109/home/134944,NWMLS,972299,47.6412743,-122.3527829
PAST SALE,September-9-2016,Single Family Residential,1908 Nob Hill Ave N,Seattle,WA,98109,750000,4,2.5,Queen Anne,2440,4080,1908,168,,Sold,http://www.redfin.com/WA/Seattle/1908-Nob-Hill-Ave-N-98109/home/134497,NWMLS,1021751,47.636063,-122.350384
PAST SALE,December-9-2016,Single Family Residential,1110 6th Ave N,Seattle,WA,98109,875000,5,2.25,Queen Anne,2920,3520,1930,77,,Sold,http://www.redfin.com/WA/Seattle/1110-6th-Ave-N-98109/home/131721,NWMLS,1046700,47.6292873,-122.3446549
PAST SALE,November-30-2016,Single Family Residential,1622 5th Ave N,Seattle,WA,98109,2850000,4,3.25,Queen Anne,4720,10454,1924,86,,Sold,http://www.redfin.com/WA/Seattle/1622-5th-Ave-N-98109/home/134233,NWMLS,1024526,47.633893,-122.346788
PAST SALE,January-27-2017,Single Family Residential,1008 4th Ave N,Seattle,WA,98109,2800000,4,3.5,Queen Anne,4180,7890,2005,28,,Sold,http://www.redfin.com/WA/Seattle/1008-4th-Ave-N-98109/home/133399,NWMLS,1055256,47.6284015,-122.3484958
PAST SALE,November-1-2016,Single Family Residential,434 Comstock Place,Seattle,WA,98109,1480000,3,2.5,Queen Anne,2840,3480,1924,115,,Sold,http://www.redfin.com/WA/Seattle/434-Comstock-Pl-98109/home/133580,NWMLS,1039098,47.630754,-122.34829
PAST SALE,August-31-2016,Single Family Residential,1118 Bigelow Ave N,Seattle,WA,98109,3080000,4,3.5,Queen Anne,5760,7775,2005,177,,Sold,http://www.redfin.com/WA/Seattle/1118-Bigelow-Ave-N-98109/home/134884,NWMLS,888543,47.629446,-122.35106
PAST SALE,November-21-2016,Single Family Residential,371 Prospect St,Seattle,WA,98109,1925000,4,3.5,Queen Anne,3410,3362,1925,95,,Sold,http://www.redfin.com/WA/Seattle/371-Prospect-St-98109/home/134659,NWMLS,1044068,47.628694,-122.349062
PAST SALE,December-8-2016,Single Family Residential,169 Lynn St,Seattle,WA,98109,1595000,4,3.25,Queen Anne,3450,4000,2007,78,,Sold,http://www.redfin.com/WA/Seattle/169-Lynn-St-98109/home/134996,NWMLS,1017616,47.6389528,-122.3534372
PAST SALE,November-29-2016,Single Family Residential,2632 1st Ave N,Seattle,WA,98109,651000,3,1,Queen Anne,2540,4160,1910,87,,Sold,http://www.redfin.com/WA/Seattle/2632-1st-Ave-N-98109/home/129834,NWMLS,1045565,47.6442539,-122.355251
PAST SALE,September-16-2016,Single Family Residential,2507 4th Ave N,Seattle,WA,98109,1275000,4,2.5,Queen Anne,3259,5760,1911,161,,Sold,http://www.redfin.com/WA/Seattle/2507-4th-Ave-N-98109/home/132275,NWMLS,978626,47.641803,-122.34995
PAST SALE,December-9-2016,Single Family Residential,474 Wheeler St,Seattle,WA,98109,2175000,5,3.25,Queen Anne,4790,13420,1908,77,,Sold,http://www.redfin.com/WA/Seattle/474-Wheeler-St-98109/home/134329,NWMLS,950929,47.640941,-122.34724
PAST SALE,January-30-2017,Single Family Residential,31 Etruria,Seattle,WA,98109,893000,4,2.5,Queen Anne,2072,1950,2005,25,,Sold,http://www.redfin.com/WA/Seattle/31-Etruria-St-98109/unit-D/home/2070188,NWMLS,1057131,47.6476008,-122.3563065
PAST SALE,December-14-2016,Single Family Residential,2540 Dexter Ave N,Seattle,WA,98109,1000000,3,2.5,Lake Union,2700,4500,1923,72,,Sold,http://www.redfin.com/WA/Seattle/2540-Dexter-Ave-N-98109/home/131736,NWMLS,1038470,47.6434507,-122.345295
PAST SALE,December-2-2016,Single Family Residential,2308 3rd Ave N,Seattle,WA,98109,600000,2,1.75,Queen Anne,1390,2100,1912,84,,Sold,http://www.redfin.com/WA/Seattle/2308-3rd-Ave-N-98109/home/133304,NWMLS,1044548,47.6394343,-122.3515893
PAST SALE,September-16-2016,Single Family Residential,354 Highland Dr,Seattle,WA,98109,2390000,4,3,Queen Anne,4220,11388,1924,161,,Sold,http://www.redfin.com/WA/Seattle/354-Highland-Dr-98109/home/134223,NWMLS,929077,47.630027,-122.349768
PAST SALE,September-15-2016,Single Family Residential,15 W McGraw St,Seattle,WA,98119,801000,3,1.75,Queen Anne,1860,3600,1908,162,,Sold,http://www.redfin.com/WA/Seattle/15-W-McGraw-St-98119/home/133224,NWMLS,1011376,47.63936,-122.3577
PAST SALE,November-10-2016,Single Family Residential,606 Aloha St,Seattle,WA,98109,901000,1,1,Queen Anne,1690,4170,1902,106,,Sold,http://www.redfin.com/WA/Seattle/606-Aloha-St-98109/home/131833,NWMLS,1040301,47.627379,-122.34452
PAST SALE,September-26-2016,Single Family Residential,558 Prospect St,Seattle,WA,98109,750000,3,2,Queen Anne,1858,1965,1914,151,,Sold,http://www.redfin.com/WA/Seattle/558-Prospect-St-98109/home/132110,NWMLS,975938,47.6290829,-122.3456624
PAST SALE,November-28-2016,Single Family Residential,405 Hayes St,Seattle,WA,98109,1565000,3,2.5,Queen Anne,3010,3500,1924,88,,Sold,http://www.redfin.com/WA/Seattle/405-Hayes-St-98109/home/133110,NWMLS,1042964,47.6338494,-122.3493035
PAST SALE,September-28-2016,Single Family Residential,1805 3rd Ave N,Seattle,WA,98109,1895000,4,3.25,Queen Anne,3076,4160,2016,149,,Sold,http://www.redfin.com/WA/Seattle/1805-3rd-Ave-N-98109/home/134342,NWMLS,1017397,47.63515,-122.352259
PAST SALE,January-25-2017,Single Family Residential,1622 1st Ave N,Seattle,WA,98109,1050000,3,1.75,Queen Anne,2600,3150,1927,30,,Sold,http://www.redfin.com/WA/Seattle/1622-1st-Ave-N-98109/home/135112,NWMLS,1049603,47.6338667,-122.3553995
PAST SALE,January-12-2017,Single Family Residential,1112 Bigelow Ave N,Seattle,WA,98109,2730000,4,2.75,Queen Anne,4080,5061,1939,43,,Sold,http://www.redfin.com/WA/Seattle/1112-Bigelow-Ave-N-98109/home/133154,NWMLS,965363,47.6291956,-122.3518155
PAST SALE,February-9-2017,Single Family Residential,1506 1st Ave N,Seattle,WA,98109,1355000,3,1.5,Queen Anne,2650,6000,1908,15,,Sold,http://www.redfin.com/WA/Seattle/1506-1st-Ave-N-98109/home/134140,NWMLS,1068624,47.63262,-122.3553302
PAST SALE,January-6-2017,Single Family Residential,2004 1st Ave N,Seattle,WA,98109,816000,2,2,Queen Anne,1608,2560,1909,49,,Sold,http://www.redfin.com/WA/Seattle/2004-1st-Ave-N-98109/home/134999,NWMLS,1056840,47.636788,-122.355326
PAST SALE,October-28-2016,Single Family Residential,2636 1st Ave N,Seattle,WA,98109,605000,2,1,Queen Anne,1560,4174,1910,119,,Sold,http://www.redfin.com/WA/Seattle/2636-1st-Ave-N-98109/home/129366,NWMLS,1037290,47.644363,-122.35525
PAST SALE,August-31-2016,Single Family Residential,128 Highland Dr,Seattle,WA,98109,2361000,2,3,Queen Anne,3140,5500,1974,177,,Sold,http://www.redfin.com/WA/Seattle/128-Highland-Dr-98109/home/133197,NWMLS,1009124,47.629956,-122.354394
PAST SALE,November-30-2016,Single Family Residential,2471 4th Ave N,Seattle,WA,98109,850000,3,2.25,Queen Anne,2110,5400,1906,86,,Sold,http://www.redfin.com/WA/Seattle/2471-4th-Ave-N-98109/home/132335,NWMLS,1037829,47.64143,-122.349954
PAST SALE,October-31-2016,Single Family Residential,1116 Bigelow Ave N,Seattle,WA,98109,1295000,4,2,Queen Anne,3300,2363,1949,116,,Sold,http://www.redfin.com/WA/Seattle/1116-Bigelow-Ave-N-98109/home/133156,NWMLS,1031288,47.6292739,-122.3516405
PAST SALE,October-18-2016,Single Family Residential,2505 Nob Hill Place N,Seattle,WA,98109,1174000,3,2.25,Queen Anne,2350,4500,1929,129,,Sold,http://www.redfin.com/WA/Seattle/2505-Nob-Hill-Pl-N-98109/home/134947,NWMLS,1025306,47.641628,-122.3514659
PAST SALE,November-16-2016,Single Family Residential,1131 Federal Ave E,Seattle,WA,98102,1136000,3,1.75,Capitol Hill,1330,5000,1911,100,,Sold,http://www.redfin.com/WA/Seattle/1131-Federal-Ave-E-98102/home/136420,NWMLS,1045814,47.6296192,-122.3194666
PAST SALE,October-7-2016,Single Family Residential,2311 14th Ave E,Seattle,WA,98112,688800,3,1.5,Montlake,2020,4915,1929,140,,Sold,http://www.redfin.com/WA/Seattle/2311-14th-Ave-E-98112/home/138404,NWMLS,1013327,47.6400632,-122.3134992
PAST SALE,September-9-2016,Single Family Residential,1016 E Denny Wy,Seattle,WA,98122,870000,3,2.5,Capitol Hill,1680,2401,2002,168,,Sold,http://www.redfin.com/WA/Seattle/1016-E-Denny-Way-98122/home/143890,NWMLS,921088,47.61909,-122.318794
PAST SALE,September-27-2016,Single Family Residential,1143 Federal Ave E,Seattle,WA,98102,1550000,6,2.5,Capitol Hill,4490,5000,1909,150,,Sold,http://www.redfin.com/WA/Seattle/1143-Federal-Ave-E-98102/home/136422,NWMLS,1024726,47.629925,-122.319482
PAST SALE,December-14-2016,Single Family Residential,2805 Boyer Ave E,Seattle,WA,98102,1230000,3,2.25,Portage Bay,3060,4400,1925,72,,Sold,http://www.redfin.com/WA/Seattle/2805-Boyer-Ave-E-98102/home/136313,NWMLS,1052708,47.6458783,-122.3174554
PAST SALE,October-28-2016,Single Family Residential,2706 Boyer Ave E,Seattle,WA,98102,1975000,3,3.75,Portage Bay,3800,13331,1951,119,,Sold,http://www.redfin.com/WA/Seattle/2706-Boyer-Ave-E-98102/home/138230,NWMLS,1003889,47.6448193,-122.3166798
PAST SALE,August-30-2016,Single Family Residential,1110 10th Ave E Unit A,Seattle,WA,98102,700000,3,2.5,Capitol Hill,1570,1104,2005,178,,Sold,http://www.redfin.com/WA/Seattle/1110-10th-Ave-E-98102/unit-A/home/2089603,NWMLS,979956,47.6291422,-122.3199407
PAST SALE,November-9-2016,Single Family Residential,2510 Yale Ave E,Seattle,WA,98102,925000,4,3,Eastlake,2310,1880,1993,107,,Sold,http://www.redfin.com/WA/Seattle/2510-Yale-Ave-E-98102/home/131866,NWMLS,1035524,47.6424019,-122.3268461
PAST SALE,September-2-2016,Single Family Residential,2223 11th Ave E,Seattle,WA,98102,915000,3,2.25,North Capitol Hill,2120,4000,1904,175,,Sold,http://www.redfin.com/WA/Seattle/2223-11th-Ave-E-98102/home/137438,NWMLS,1007518,47.6390798,-122.3183819
PAST SALE,December-23-2016,Single Family Residential,2232 10th Ave E,Seattle,WA,98102,920000,2,1.5,North Capitol Hill,2010,4000,1918,63,,Sold,http://www.redfin.com/WA/Seattle/2232-10th-Ave-E-98102/home/135799,NWMLS,1053729,47.63941,-122.319743
PAST SALE,January-20-2017,Single Family Residential,2347 11th Ave E,Seattle,WA,98102,760000,3,1.75,Capitol Hill,1610,4500,1910,35,,Sold,http://www.redfin.com/WA/Seattle/2347-11th-Ave-E-98102/home/136565,NWMLS,1022009,47.640922,-122.318277
PAST SALE,October-21-2016,Single Family Residential,838 E Gwinn Place,Seattle,WA,98102,947124,3,2,Portage Bay,2340,5000,1922,126,,Sold,http://www.redfin.com/WA/Seattle/838-E-Gwinn-Pl-98102/home/135239,NWMLS,1020641,47.6480968,-122.3204503
PAST SALE,January-4-2017,Single Family Residential,886 E Gwinn Place,Seattle,WA,98102,1160000,5,2,Portage Bay,3020,5016,1922,51,,Sold,http://www.redfin.com/WA/Seattle/886-E-Gwinn-Pl-98102/home/136086,NWMLS,1050315,47.648046,-122.318386
PAST SALE,December-23-2016,Single Family Residential,3254 Portage Bay Place E,Seattle,WA,98102,1160000,3,1.75,Portage Bay,2514,13925,1988,63,375,Sold,http://www.redfin.com/WA/Seattle/3254-Portage-Bay-Pl-E-98102/home/109066676,NWMLS,1032410,47.651824,-122.3202907
PAST SALE,October-24-2016,Single Family Residential,3126 Franklin Ave E Unit A,Seattle,WA,98102,690000,3,2.5,Portage Bay,1660,1438,2007,123,,Sold,http://www.redfin.com/WA/Seattle/3126-Franklin-Ave-E-98102/unit-A/home/12318878,NWMLS,1025716,47.6494069,-122.321243
PAST SALE,January-3-2017,Single Family Residential,1652 10th Ave E,Seattle,WA,98102,1650000,4,3.25,North Capitol Hill,3100,5000,2016,52,,Sold,http://www.redfin.com/WA/Seattle/1652-10th-Ave-E-98102/home/136537,NWMLS,1035583,47.634596,-122.319777
PAST SALE,December-30-2016,Single Family Residential,1226 Federal Ave E,Seattle,WA,98102,1800000,3,2.25,Capitol Hill,3730,5000,1923,56,,Sold,http://www.redfin.com/WA/Seattle/1226-Federal-Ave-E-98102/home/136519,NWMLS,1003730,47.631324,-122.31883
PAST SALE,September-7-2016,Single Family Residential,901 11th Ave E,Seattle,WA,98102,1330000,3,3,Capitol Hill,3179,4200,1921,170,,Sold,http://www.redfin.com/WA/Seattle/901-11th-Ave-E-98102/home/136814,NWMLS,972464,47.626949,-122.318385
PAST SALE,November-30-2016,Single Family Residential,3115 Franklin Ave E,Seattle,WA,98102,795000,6,2.75,Portage Bay,2740,4900,1922,86,,Sold,http://www.redfin.com/WA/Seattle/3115-Franklin-Ave-E-98102/home/136175,NWMLS,954459,47.649626,-122.321766
PAST SALE,December-20-2016,Single Family Residential,719 10th Ave E,Seattle,WA,98102,830000,3,2,Capitol Hill,2730,2711,1923,66,,Sold,http://www.redfin.com/WA/Seattle/719-10th-Ave-E-98102/home/135929,NWMLS,1007033,47.6259775,-122.3202654
PAST SALE,October-14-2016,Single Family Residential,320 Melrose Ave E #203,Seattle,WA,98102,310000,1,1,Capitol Hill,640,14410,1966,133,285,Sold,http://www.redfin.com/WA/Seattle/320-Melrose-Ave-E-98102/unit-203/home/62314,NWMLS,1024446,47.6214085,-122.3276249
PAST SALE,August-30-2016,Single Family Residential,1606 Lakeview Blvd E,Seattle,WA,98102,692000,3,1,Capitol Hill,2111,5590,1916,178,,Sold,http://www.redfin.com/WA/Seattle/1606-Lakeview-Blvd-E-98102/home/137349,NWMLS,927444,47.6342691,-122.3220706
